vlan.vid,prefix,vlan_group,status,description,is_pool
,10.18.130.0/24,,active,ADWZG OUTPUT POOL C,True
,10.18.133.0/24,,active,AUDIOTS OUTPUT POOL C,True
,10.18.134.0/24,,active,AUDIOTS OUTPUT POOL B,True
,10.18.135.0/24,,active,AUDIO OUTPUT POOL B,True
,10.18.136.0/24,,active,AUDIO OUTPUT POOL C,True
,10.18.137.0/24,,active,AUDIOTS OUTPUT POOL B,True
,10.18.138.0/24,,active,AUDIOTS OUTPUT POOL C,True
,10.18.139.0/24,,active,ADWZG6 OUTPUT POOL B,True
,10.18.140.0/24,,active,ADWZG6 OUTPUT POOL C,True
,10.18.141.0/24,,active,RADIONOMY OUTPUT POOL B,True
,10.18.142.0/24,,active,RADIONOMY OUTPUT POOL C,True
,10.18.147.0/24,,active,TRITON OUTPUT POOL B,True
,10.18.148.0/24,,active,TRITON OUTPUT POOL C,True
,10.19.0.0/16,,active,Log system (log.wan),True
,10.19.0.0/22,,active,Log Pool A,True
,10.19.4.0/22,,active,Log Pool B,True
,10.19.8.0/22,,active,Log Pool C (itx2),True
,10.19.12.0/22,,active,CDN Analytics,True
,10.35.0.0/16,,active,CDN ADM,True
,10.35.0.0/22,,active,CDNZONE - ITX2,True
,10.35.0.0/24,,active,CDNADM - ITX2,True
,10.35.1.0/24,,active,CDNDB - ITX2,True
,10.35.2.0/24,,active,CDNDBZ - ITX2,True
,10.35.3.0/24,,active,CDNWEB - ITX2,True
,10.35.4.0/22,,active,CDNZONE - RMV,True
,10.35.4.0/24,,active,CDNADM - RMV,True
,10.35.5.0/24,,active,CDNDB - RMV,True
,10.35.6.0/24,,active,CDNDBZ - RMV,True
,10.35.7.0/24,,active,CDNWEB - RMV,True
,10.36.0.0/16,,active,CDN API ( not in used depricated ),True
,10.36.0.0/22,,active,CDNAPI ITX2,True
,10.36.4.0/22,,active,CDNAPI RMV,True
,10.60.2.0/25,,active,NFS_RMV,True
,10.60.2.128/25,,active,NFS_ITX2,True
,10.60.3.0/29,,active,NFS_INTERCO,True
,10.115.0.0/16,,active,CDN Preprod ADM,True
,10.115.232.0/21,,active,VPNPREPRODADM,True
,10.115.233.0/24,,active,R&E,True
,10.115.255.0/24,,active,Preprod subnet interco,True
,10.117.0.0/16,,active,Preprod STCON,True
,10.117.0.0/29,,active,Mp3 Input Pool A,True
,10.117.0.0/30,,active,ro-stcon-preprod-1  mp3lg-in-a1,True
,10.117.0.4/30,,active,ro-stcon-preprod-1  mp3lg-in-a2,True
,10.117.0.8/29,,active,MP3LG Output Pool A,True
,10.117.0.16/29,,active,Wowza Input Pool A,True
,10.117.0.16/30,,active,rien  wowza-capt-a1,True
,10.117.0.20/30,,active,rien  wowza-capt-a2,True
,10.117.0.24/29,,active,Wowza Output Pool A,True
,10.117.0.32/29,,active,Adwizz Input Pool A,True
,10.117.0.32/30,,active,ro-stcon-preprod-1  adw-in-a1,True
,10.117.0.36/30,,active,ro-stcon-preprod-1  adw-in-a2,True
,10.117.0.40/29,,active,Adwizz Output Pool A,True
,10.117.0.48/29,,active,Adwizz Input Pool B,True
,10.117.0.48/30,,active,ro-stcon-preprod-1  adwzg-in-b1,True
,10.117.0.56/29,,active,FLVLP Output Pool A,True
,10.117.0.64/29,,active,Webdav Input Pool A,True
,10.117.0.64/30,,active,ro-stcon-preprod-1  webdav-in-a1.preprod,True
,10.117.0.68/30,,active,ro-stcon-preprod-1  webdav-in-a2.preprod,True
,10.117.0.72/29,,active,HbbTV1.1 Output Pool A,True
,10.117.0.80/29,,active,HSS Input Pool A - LC,True
,10.117.0.80/30,,active,rien  hss-in-a1-preprod,True
,10.117.0.88/29,,active,httpg out pool A,True
,10.117.0.96/29,,active,HSS Input Pool B,True
,10.117.0.96/30,,active,ro-stcon-preprod-1  hss-in-b1,True
,10.117.0.100/30,,active,ro-stcon-preprod-1  hss-in-b2,True
,10.117.0.104/29,,active,HTTPULL Input A,True
,10.117.0.104/30,,active,ro-stcon-preprod-1  httpull-in-a1,True
,10.117.0.108/30,,active,ro-stcon-preprod-1  httpull-in-a2,True
,10.117.0.112/29,,active,FMSG,True
,10.117.0.112/30,,active,ro-stcon-preprod-1  fmsg-in-a1,True
,10.117.0.120/29,,active,codeshop input,True
,10.117.0.120/30,,active,ro-stcon-preprod-1  codeshop-in-a1,True
,10.117.0.128/29,,active,wowza input,True
,10.117.0.128/30,,active,ro-stcon-preprod-1  wow-in-test1,True
,10.117.0.136/29,,active,CHKP Output A,True
,10.117.0.144/29,,active,FLVOP Output,True
,10.117.0.152/29,,active,FTP Input pool A,True
,10.117.0.152/30,,active,ro-stcon-preprod-1  ftp-in-a1.preprod,True
,10.117.0.156/30,,active,ro-stcon-preprod-1  ftp-in-a2.preprod,True
,10.117.0.160/29,,active,MPTSLP Input Pool A,True
,10.117.0.160/30,,active,ro-stcon-preprod-1  mptslp-in-a1,True
,10.117.0.164/30,,active,ro-stcon-preprod-1  mptslp-in-a2,True
,10.117.0.168/29,,active,MPTSLP Output Pool A,True
,10.117.0.176/29,,active,MP3TSP Output A,True
,10.117.0.184/29,,active,HBB11P Out Pool A,True
,10.117.0.192/29,,active,FLVLP Input Pool A,True
,10.117.0.192/30,,active,ro-stcon-preprod-1  flv-in-a1.preprod,True
,10.117.0.200/29,,active,Transmux Input Pool A,True
,10.117.0.200/30,,active,ro-stcon-preprod-1  cdn-transmux-1,True
,10.117.0.208/29,,active,Multicast Origin Pool A,True
,10.117.0.208/30,,active,ro-stcon-preprod-1  cdn-mcastorigin-a1,True
,10.117.0.216/29,,active,Triton Capt 1,True
,10.117.0.216/30,,active,ro-stcon-1  triton-in-a1,True
,10.117.0.224/28,,active,Triton Out A,True
,10.117.0.240/28,,active,audiorad Pool A,True
,10.117.1.0/28,,active,Origin Pool A,True
,10.117.1.16/28,,active,Origin Pool B,True
,10.117.224.0/20,,active,CDN Lab STCON,True
,10.117.255.8/29,,active,STCON - Log A,True
,10.118.0.0/16,,active,Preprod Pool,True
,10.118.0.0/24,,active,Preprod MP3LG OUT Pool A,True
,10.118.1.0/24,,active,Wowza Output Pool A,True
,10.118.2.0/24,,active,Adwizz Out Pool A,True
,10.118.3.0/24,,active,FLVG Output Pool A,True
,10.118.4.0/24,,active,HbbTV1.1 Output Pool A,True
,10.118.5.0/24,,active,httpg output pool A,True
,10.118.6.0/24,,active,CHKP Output A,True
,10.118.7.0/24,,active,FLVOP output pool A,True
,10.118.8.0/24,,active,MPTSLP Output Pool A,True
,10.118.9.0/24,,active,MP3TSP Output A,True
,10.118.10.0/24,,active,Hbb11P Pool A Restart,True
,10.118.11.0/24,,active,httpg3 on ohcache,True
,10.118.12.0/24,,active,audiorad pool A,True
,10.118.224.0/20,,active,CDN Lab stdiff,True
,10.119.0.0/16,,active,Log Preprod System,True
,10.119.0.0/22,,active,Log Pool A,True
,10.119.1.0/24,,active,Log A Parser Pool,True
,10.119.2.0/24,,active,Mongodb cluster,True
,10.119.153.128/25,,active,livraison.byteltab.cji.fr - VLAN 3146: livraison.byteltab,True
,95.0.0.0/8,,active,,True
,91.197.0.0/16,,active,,True
,2a00:1080:804:200::/56,,active,OFFICE-IVR,True
,2a00:1080:804:200::/64,,active,OFFICE-IVR-LAN,True
,2a00:1080:804:201::/64,,active,OFFICE-IVR-GUEST,True
,2a00:1080:804:202::/64,,active,OFFICE-IVR-ADMIN,True
,2a00:1080:804:203::/64,,active,OFFICE-IVR-LIMITED,True
,2a00:1080:809:200::/56,,active,OFFICE-CJI,True
,2a00:1080:809:200::/64,,active,OFFICE-IVR-LAN,True
,2a00:1080:809:201::/64,,active,OFFICE-IVR-GUEST,True
,2a00:1080:809:202::/64,,active,OFFICE-IVR-ADMIN,True
,2a00:1080:809:203::/64,,active,OFFICE-CJI-LIMITED,True
,2a02:3e8:fc0a::/48,,active,ZoneSHA_IPv6,True
,2a02:3e8:fc0a::/56,,active,Zone_SHA_RMV,True
,2a02:3e8:fc0a::/64,,active,Zone_SHA_SW-996,True
,2a02:3e8:fc07::/56,,active,RMV_PUBLIC_IPv6,True
,2a02:3e8:fc07:100::/56,,active,ITX2_PUBLIC_IPv6,True
,2a00:1080:800::/64,,active,SHA-CAP-1,True
,2a00:1080:800:1::/64,,active,SHA-RMV-1,True
,2a00:1080:800:2::/64,,active,DMA-CAP-1,True
,2a00:1080:800:3::/64,,active,DMA-RMV-1,True
,2a00:1080:804:300::/64,,active,SHA-4,True
,2a00:1080:806::/64,,active,SHA-ITX2-2,True
,2a00:1080:806:200::/64,,active,SHA-ITX2-1,True
,2a00:1080:806:200::3:0/112,,active,mx-2.arkena.net,True
,2a00:1080:806:200::4:0/112,,active,git.arkena.net,True
,2a00:1080:806:200::6:0/112,,active,ntp-1.arkena.net,True
,2a00:1080:806:200::7:0/112,,active,proxy-1.arkena.net,True
,2a00:1080:806:200::9:0/112,,active,smtp-1.arkena.net,True
,2a00:1080:806:200::15:0/112,,active,VM-3686,True
,2a00:1080:806:201::/64,,active,DMA-1,True
,2a00:1080:806:203::/64,,active,DMA-3 (see STR DMA-3),True
,2a00:1080:806:205::/64,,active,SHA-ITX-3,True
,2a00:1080:807:200::/64,,active,SHA-2,True
,2a00:1080:807:201::/64,,active,DMA-2,True
,2a00:1080:807:203::/64,,active,SHA-4  (SHA-RMV-2),True
,2a00:1080:80d:200::/64,,active,DMA-3,True
,2a00:1080:80d:201::/64,,active,SHA-3,True
,2a00:1080:80e:200::/64,,active,DMA-3,True
,2a00:1080:80e:201::/64,,active,SHA-3,True
,2a00:1080:0:242::/64,,active,VPN Access Clients,True
,2a00:1080:0:242::/103,,active,VPN Access Internal,True
,2a00:1080:0:242::248:0/112,,active,VPN Access External,True
,2a00:1080:0:242::252:0/112,,active,VPN Access Bots,True
,2a00:1080:806:202::/64,,active,VPNACCESS-ITX2,True
,2a00:1080:807:202::/64,,active,VPNACCESS-RMV,True
,2a00:1080:816:200::/64,,active,VPNACCESS-LA,True
3009,172.16.9.0/24,TDF,active,MANAGEMENT_HYPERVISEUR,True
2442,172.24.42.0/24,TDF,active,AUTOMATION LCP RMV ,True
2444,172.24.44.0/24,TDF,active,STORAGE LCP RMV ,True
3023,172.16.23.0/24,TDF,active,RMV-ADMIN-PDU,True
2439,172.24.39.0/24,TDF,active,MULTICAST LCP RMV ,True
2447,172.24.47.0/24,TDF,active,INTERNE LCP RMV,True
2448,172.24.48.0/24,TDF,active,MCAST-ARKENA-HIPTV,True
3010,172.16.10.0/24,TDF,active,ISCSCI_1 dHCI,True
3011,172.16.11.0/24,TDF,active,ISCSCI_2 dHCI,True
3558,172.24.58.0/24,TDF,active,,True
,10.31.9.0/24,,active,,True
,10.31.10.0/24,,active,,True
2893,10.31.8.0/24,TDF,active,,True
,172.23.1.0/24,,active, 172.23.1.0/24,True
,10.37.107.0/24,,active,BPM_MAM_PROD,True
3210,172.16.210.0/24,TDF,active,,True
3170,172.16.170.0/24,TDF,active,,True
,10.20.0.0/16,,active,,True
153,10.100.153.0/24,TDF,active,DMZ-ADMIN,True
20,10.100.20.0/24,TDF,active,,True
,10.20.100.0/24,,active,,True
,10.20.101.0/24,,active,,True
,10.20.104.0/24,,active,,True
,10.20.105.0/24,,active,,True
,10.20.128.0/24,,active,,True
,10.100.0.0/16,,active,,True
,10.159.10.0/24,,active,,True
3016,172.16.16.0/24,TDF,active,AUTOMATION VIACOM RMV,True
3017,172.16.17.0/24,TDF,active,STORAGE VIACOM RMV,True
3018,172.16.18.0/24,TDF,active,MULTICAST VIACOM RMV,True
3024,172.16.24.0/24,TDF,active,demaintv,True
,172.24.0.0/16,,active,,True
,172.16.0.0/16,,active,,True
,172.20.0.0/16,,active,,True
3208,172.16.208.0/24,TDF,active,Automation - PRA Gulli RMV-ITX2,True
3207,172.16.207.0/24,TDF,active,Mcast PRA Gulli RMV-ITX2,True
3209,172.16.209.0/24,TDF,active,Stockage PRA Gulli RMV-ITX2,True
3212,172.16.212.0/24,TDF,active,Admin  PRA Gulli RMV-ITX2,True
3148,172.16.148.0/22,TDF,active,LAG DATA RMV,True
2169,172.16.216.0/22,TDF,active,M6 AUTOMATIONS MCAST RMV,True
2115,172.16.159.0/24,TDF,active,LAG ORCA ATEME ENCODEURS MCAST2,True
,172.16.198.0/24,,active,LAG ORCA ATEME ENCODEURS MCAST2,True
3147,172.16.147.0/24,TDF,active,LAG MANAGEMENT,True
3153,172.16.153.0/24,TDF,active,LAG POG ( VLAN2171 PLAYOUT à confirmer),True
,172.16.184.0/24,,active,PRA_OCS_API,True
,172.16.183.0/24,,active,PRA_OCS_DATA,True
3127,172.16.127.0/24,TDF,active,Mcast_PRA_OCS,True
3203,172.16.203.0/24,TDF,active,Mcast_PRA_OCS,True
3204,172.16.204.0/24,TDF,active,PRA_OCS_DATA,True
3205,172.16.205.0/24,TDF,active,PRA_OCS_API,True
3206,172.16.206.0/24,TDF,active,PRA_OCS_GLUE,True
2433,172.24.33.0/24,TDF,active,RMV-ENCODAGE,True
,10.56.15.0/24,,active,admin encodage,True
,10.201.16.0/22,,active,OFFICE-ISSY-USER,True
20,10.201.20.0/24,TDF,active,OFFICE-ISSY-WIFI_USER,True
21,10.201.21.0/24,TDF,active,OFFICE-ISSY-WIFI_GUEST,True
23,10.201.23.0/24,TDF,active,OFFICE-ISSY-MGMT,True
,10.201.16.0/21,,active,OFFICE_ISSY,True
221,10.201.22.0/28,TDF,active,OFFICE-ISSY-SEESTEMS,True
223,10.201.22.32/28,TDF,active,OFFICE-ISSY-CAMERA,True
80,10.100.80.0/24,TDF,active,dmz_www_in,True
164,10.100.164.0/24,TDF,active,dmz_qualif,True
1010,172.20.4.0/24,TDF,active,proxmox,True
,172.16.214.0/24,,active,proxmox,True
3117,172.16.117.0/24,TDF,active,QUALIF2-DCM,True
3125,172.16.125.0/24,TDF,active,prod-mutualise,True
3130,172.16.130.0/24,TDF,active,media_mcl3,True
3060,172.16.60.0/24,TDF,active,diffusion multicast,True
,10.37.34.0/27,,active,interne fibre stockage,True
,10.159.11.0/24,,active,,True
,185.241.97.0/24,,active,TDF-TRANSIT-SERVICES-BLOCK-4,True
225,10.201.22.64/28,TDF,active,OFFICE-ISSY-REGIE-SNL,True
,10.37.6.0/25,,active,,True
,10.250.20.0/24,,active,,True
227,10.201.22.96/28,TDF,active,OFFICE-ISSY-MAM,True
,172.16.22.0/24,,active,,True
3195,172.16.95.0/24,TDF,active,,True
3019,172.16.19.0/24,TDF,active,,True
3014,172.16.14.0/24,TDF,active,Intercom AES67 -ISSY ,True
3013,172.16.13.0/24,TDF,active,,True
3012,172.16.12.0/24,TDF,active,Mcast Issy MCL,True
3005,172.16.5.0/24,TDF,active,ADMIN PROXMOX,True
3006,172.16.6.0/24,TDF,active,Rebond Issy LCP,True
,10.30.200.0/24,,active,,True
,10.250.16.0/24,,active,,True
,172.24.65.0/24,,active,,True
3172,172.16.172.0/24,TDF,active,,True
3173,172.16.173.0/24,TDF,active,3173,True
3122,172.16.122.0/24,TDF,active,,True
3143,172.16.143.0/24,TDF,active,,True
3107,172.16.107.0/24,TDF,active,,True
,10.250.17.0/24,,active,,True
229,10.201.22.128/28,TDF,active,OFFICE-ISSY-DRCANAL,True
,172.16.31.128/25,,active,RebondMCL,True
,10.158.0.0/16,,active,MGMT GLOBAL,True
2767,10.158.0.0/24,TDF,active,MGMT GLOBAL 0,True
,10.103.0.208/28,,active,RXTX on sait pas,True
3026,172.16.26.0/24,TDF,active,,True
,10.159.6.0/24,,active,,True
2020,10.20.20.0/24,TDF,active,LCPAN-TVIPS-ADMIN,True
,10.158.1.0/24,,active,MGMT BROADCAST,True
,172.25.83.0/24,,active,,True
,172.25.0.0/16,,active,,True
3133,172.16.133.0/24,TDF,active,,True
2021,10.20.21.0/24,TDF,active,RxTx Assemblée N,True
3020,172.16.20.0/24,TDF,active,LCPAN-TVIPS-DATA,True
3021,172.16.21.0/24,TDF,active,RxTx Assemblée N DATA,True
,172.16.213.0/24,,active,Admin ANEVIA FLAMINGO RMV-ITX2,True
2007,10.20.7.0/24,TDF,active,natgeocore_admin,True
3043,172.16.43.0/24,TDF,active,PIGE_ANYWHERE,True
2032,10.20.32.0/24,TDF,active,ADMIN-IRD-PEIRRERE,True
3033,172.16.33.0/24,TDF,active,FOX,True
4016,10.1.0.120/29,TDF,active,interco-pereire,True
2160,10.20.160.0/24,TDF,active,pbdc_admin,True
3136,172.16.136.0/24,TDF,active,client_multicast_mcl3,True
3137,172.16.137.0/24,TDF,active,Pxe_repository,True
3138,172.16.138.0/24,TDF,active,qualif_automation_mcl3,True
3139,172.16.139.0/24,TDF,active,qualif_media_mcl3,True
3175,172.16.175.0/24,TDF,active,PDU_MTH,True
3559,172.24.59.0/24,TDF,active,,True
3560,172.24.60.0/24,TDF,active,VM/ILO Orange Verif,True
2009,10.20.9.0/24,TDF,active,RXTX_of_RMV,True
2039,10.20.39.0/24,TDF,active,,True
2036,10.20.36.0/24,TDF,active,supervision_controle,True
3008,172.16.8.0/24,TDF,active,Africabox,True
3034,172.16.34.0/24,TDF,active,vivolta,True
3040,172.16.40.0/24,TDF,active,ordres-vivolta,True
3089,172.16.89.0/24,TDF,active,intellinq,True
3091,172.16.91.0/24,TDF,active,insight,True
3090,172.16.90.0/24,TDF,active,harris,True
3154,172.16.154.0/24,TDF,active,LCTVI,True
3211,172.16.211.0/24,TDF,active,ADMIN-MAINTENANCE,True
,10.8.0.0/16,,active,,True
3124,172.16.124.0/24,TDF,active,,True
3025,172.16.25.0/24,TDF,active,,True
3027,172.16.27.0/24,TDF,active,,True
3041,172.16.41.0/24,TDF,active,,True
3032,172.16.32.0/24,TDF,active,,True
104,10.100.104.0/24,TDF,active,,True
155,10.100.155.0/24,TDF,active,vm_dev_cji,True
2171,10.20.171.0/24,TDF,active,,True
3553,172.24.53.0/24,TDF,active,,True
,172.16.0.0/23,,active,,True
3809,172.16.189.0/24,TDF,active,PRA FTV admin,True
,172.16.15.0/24,,active,,True
,172.16.36.0/24,,active,TEST DEMO,True
,10.58.0.0/24,,active,,True
,172.23.0.0/24,,active,orange garden,True
,172.23.0.0/16,,active,,True
3128,172.16.128.0/23,TDF,active,supervision_mcl3,True
3631,172.16.31.16/29,TDF,active,Riedel Issy - C+ Lumière,True
,172.25.58.0/24,,active,,True
1758,172.25.58.40/29,TDF,active,,True
3058,172.25.58.16/29,TDF,active,,True
,95.81.162.0/24,,active,,True
18,10.254.0.0/16,TDF,active,NETADM,True
18,10.254.253.0/24,TDF,active,,True
,10.37.64.16/28,,active,BPM Harmony common store,True
,224.0.0.0/8,,active,,True
,225.0.0.0/8,,active,,True
,226.0.0.0/8,,active,,True
,227.0.0.0/8,,active,,True
,228.0.0.0/8,,active,,True
,229.0.0.0/8,,active,,True
,230.0.0.0/8,,active,,True
,231.0.0.0/8,,active,2110 CANAL D3,True
,232.0.0.0/8,,active,,True
,233.0.0.0/8,,active,,True
,234.0.0.0/8,,active,,True
,235.0.0.0/8,,active,,True
,236.0.0.0/8,,active,,True
,238.0.0.0/8,,active,,True
,237.0.0.0/8,,active,,True
,239.0.0.0/16,,active,,True
,239.1.0.0/16,,active,,True
,239.2.0.0/16,,active,,True
,239.7.0.0/16,,active,,True
,239.8.0.0/16,,active,,True
,239.187.0.0/16,,active,,True
,239.255.11.0/24,,active,,True
,239.12.0.0/16,,active,,True
3903,172.16.193.0/24,TDF,active,PRA FMM +RFI: VLAN 3903,True
,239.254.8.0/24,,active,Subnet Xco Canal IPTV,True
2840,172.16.190.0/24,TDF,active,,True
,239.239.239.0/24,,active,,True
,10.160.0.0/12,,active,MLB - RESERVE,True
,10.176.0.0/14,,active,MLB - RESERVE,True
,10.160.0.0/14,,active,MLB - INFRA,True
,10.164.0.0/14,,active,MLB - PROD,True
,10.168.0.0/14,,active,MLB - PPD,True
,10.172.0.0/14,,active,MLB - QA,True
,10.164.0.0/22,,active,SMARTJOG,True
,10.164.0.0/23,,active,SMARTJOG - COMMON,True
,10.164.2.0/23,,active,SMARTJOG - RXTX,True
5,10.160.0.0/16,00_MLB,active,ADMIN,True
,10.161.0.0/16,,active,SERVICES,True
,10.162.0.0/16,,active,ILO_DRAC,True
,10.163.0.0/16,,active,NETWORK,True
,10.54.0.0/16,,active,PRA FMM,True
3108,10.54.0.0/24,TDF,active,PRA FMM DMZ,True
3118,10.54.1.0/24,TDF,active,PRA FMM GLOBAL,True
3116,10.54.2.0/24,TDF,active,PRA FMM RADIO,True
3117,10.54.3.0/24,TDF,active,PRA FMM TV,True
3119,10.54.11.0/24,TDF,active,PRA FMM MCAST RADIO,True
3120,10.54.12.0/24,TDF,active,PRA FMM MCAST TV,True
616,10.56.16.0/26,ZZ_contrib TDF,active,IPTVAMD-MCL2,True
3112,172.16.112.0/24,ZZ_contrib TDF,active,,True
,10.56.14.0/24,,active,,True
51,10.164.0.0/24,00_MLB,active,PRO_SMJ_MAIN,True
52,10.164.1.0/26,00_MLB,active,PRO_SMJ_STORAGE,True
53,10.164.1.128/25,00_MLB,active,PRO_SMJ_DMZ,True
,172.16.42.0/24,,active,,True
,172.16.73.0/24,,active,,True
,172.16.77.0/24,,active,,True
2957,213.205.127.240/28,TDF,active,OUT rxtx CESSON,True
,172.25.56.0/24,,active,IPTVADM,True
,172.25.56.0/29,,active,Interco FW XCO ITX2,True
,172.25.56.8/29,,active,interco FW XCO RMV,True
,172.25.56.16/29,,active,Interco SW RO RMV,True
,172.25.56.24/29,,active,Interco SRX RO CJI,True
,172.25.56.32/29,,active,Interco SRX RO CJI (test vrf vlan 1862),True
,10.100.100.0/24,,active,Zone prod_mcl1,True
,172.21.15.0/24,,active,Chez LCP,True
3123,213.205.127.224/28,TDF,active, rxtx OUT RMV ,True
,10.75.0.0/16,,active,PSDA-FTV,True
,10.75.10.0/24,,active,PSDA-FTV-ADM-CJI-VLAN10,True
,172.18.0.0/16,,active,,True
,172.18.0.0/24,,active,,True
,239.184.45.0/24,,active,mcast_ipvtl_HD.cji.fr,True
,10.164.4.0/24,,active,COMMON,True
,10.164.8.0/24,,active,CJI,True
3151,10.54.13.0/24,TDF,active,PRA FMM MCAST AES-67,True
2454,172.24.54.0/24,TDF,active,,True
,176.175.231.0/25,,active,IP_PUBLIQUE_MONTIGNY,True
,10.161.0.0/22,,active,Subnets Infra,True
10,10.161.0.0/24,00_MLB,active,INF_GLB_MAIN,True
,10.163.0.0/24,,active,,True
11,10.161.3.128/25,00_MLB,active,INF_GLB_DMZ,True
,239.184.10.0/24,,active,F24 TO COEUR,True
,239.180.10.0/24,,active,RFI TO COEUR,True
,10.75.11.0/24,,active,PSDA-FTV-ZONE-I11-VLAN11,True
,10.75.12.0/24,,active,PSDA-FTV-ZONE-I12-VLAN12,True
,10.75.31.8/29,,active,PSDA-FTV-AAA-AUTH-VLAN31,True
,10.75.31.0/29,,active,PSDA-FTV-AAA-AD-VLAN30,True
,10.75.31.16/28,,active,PSDA-FTV-AAA-DMZ-VLAN32,True
,10.75.31.32/29,,active,PSDA-FTV-AAA-LOG-VLAN33,True
,10.75.40.0/24,,active,PSDA-FTV-LAN-FTV-VLAN40,True
,10.75.51.0/29,,active,PSDA-FTV-INT-CJI-VLAN51,True
,10.75.101.0/24,,active,PSDA-FTV-ZONE-1-VLAN101,True
,10.75.102.0/24,,active,PSDA-FTV-ZONE-2-VLAN102,True
,10.75.103.0/24,,active,PSDA-FTV-ZONE-3-VLAN103,True
,10.75.105.0/24,,active,PSDA-FTV-ZONE-5-VLAN105,True
,10.75.106.0/24,,active,PSDA-FTV-ZONE-6-VLAN106,True
,10.75.107.0/24,,active,PSDA-FTV-ZONE-7-VLAN107,True
,10.75.110.0/24,,active,PSDA-FTV-DMZ-1-VLAN110,True
,10.75.121.0/24,,active,PSDA-FTV-DMZ-2-1-VLAN121,True
,10.75.122.0/24,,active,PSDA-FTV-DMZ-2-2-VLAN122,True
,10.75.123.0/24,,active,PSDA-FTV-DMZ-2-3-VLAN123,True
,10.75.124.0/24,,active,PSDA-FTV-DMZ-2-4-VLAN124,True
,10.75.130.0/24,,active,PSDA-FTV-DMZ-3-VLAN130,True
,172.16.204.64/29,,active,PSDA-FTV-EXT-INTERCO-TDF,True
125,10.75.125.0/24,TDF-PSDAFTV,active,PSDA-FTV-DMZ-2-5-VLAN125,True
150,10.75.150.0/24,TDF-PSDAFTV,active,PSDA-FTV-COLLECTE-FTV-VLAN150,True
160,10.75.160.0/24,TDF-PSDAFTV,active,PSDA-FTV-LIVRAISON-FTV-VLAN160,True
161,10.75.161.0/24,TDF-PSDAFTV,active,PSDA-FTV-LIVRAISON-RF-VLAN161,True
162,10.75.162.0/24,TDF-PSDAFTV,active,PSDA-FTV-LIVRAISON-FTV-TMS-VLAN162,True
163,10.75.163.0/24,TDF-PSDAFTV,active,PSDA-FTV-LIVRAISON-RF-TMS-VLAN163,True
170,10.75.170.0/24,TDF-PSDAFTV,active,PSDA-FTV-MCAST-LOCAL-VLAN170,True
171,10.75.171.0/24,TDF-PSDAFTV,active,PSDA-FTV-MCAST-FTV-VLAN171,True
172,10.75.172.0/24,TDF-PSDAFTV,active,PSDA-FTV-MCAST-LIVEWIRE-RF-VLAN172,True
173,10.75.173.0/24,TDF-PSDAFTV,active,PSDA-FTV-MCAST-BRANE-VLAN173,True
174,10.75.174.0/24,TDF-PSDAFTV,active,PSDA-FTV-STREAM-M-TS-VLAN174,True
250,10.75.250.0/24,TDF-PSDAFTV,active,PSDA-FTV-INTERNAL-VMOTION-VLAN250,True
251,10.75.251.0/24,TDF-PSDAFTV,active,PSDA-FTV-INTERNAL-VSAN-VLAN251,True
61,10.75.61.0/24,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-FTV-1-VLAN61,True
62,10.75.62.0/24,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-FTV-2-VLAN62,True
70,10.75.70.0/30,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN70,True
71,10.75.70.4/30,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN71,True
72,10.75.70.8/30,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN72,True
,10.75.21.0/24,,active,PSDA-FTV-ZONE-I21-VLAN21,True
,10.75.22.0/24,,active,PSDA-FTV-ZONE-I22-VLAN22,True
,10.75.70.0/24,,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN70,True
,10.75.71.0/24,,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN71,True
,95.81.144.0/24,,active,,True
,172.23.11.0/24,,active,,True
,10.32.9.0/24,,active,rxtx INOUT RMV,True
,10.161.252.0/22,,active,Subnets VPN_INFRA,True
,10.161.255.0/24,,active,VPN_BOTS,True
,10.161.254.0/24,,active,VPN_EXTERNAL,True
,10.161.252.0/23,,active,VPN_INTERNAL,True
,239.184.36.0/24,,active,mcast_out_regie_CANAL_RMV_hd,True
,239.184.136.0/24,,active,mcast_flux_secu_regie_CANAL_RMV_HD,True
231,10.201.22.192/26,TDF,active,OFFICE-ISSY-ENENSYS,True
2955,10.32.10.0/28,00_MLB,active,Interco PIXA,True
,10.163.111.28/30,,active,VPN OOB FORTI MLB,True
,10.163.111.128/25,,active,VPN OOB ISSY,True
3183,10.103.2.0/26,00_MLB,active,Canal FARMAN,True
,10.162.1.0/24,,active,ILO-MLB-D50,True
,10.162.10.0/24,,active,esx.cji mgmt,True
,10.162.12.0/24,,active,ILO-MLB-O50,True
,10.162.144.0/27,,active,routage nsx,True
,10.162.2.0/24,,active,ILO-MLB-E50,True
,10.162.3.0/24,,active,ILO-MLB-F50,True
,10.162.6.0/24,,active,ILO-MLB-I50,True
,10.162.7.0/24,,active,ILO-MLB-J50,True
