vlan.vid,prefix,vlan_group,status,description,is_pool
,239.184.25.0/24,,active,mcast_out_regie_Lagardere_RMV_hd,True
,239.184.26.0/24,,active,mcast_flux_monitoringHD_regie_Lagardere_RMV,True
,239.184.28.0/24,,active,mcast_tv_hd_contrib,True
,239.184.30.0/24,,active,mcast_contrib_hd_Gbe2.cji.fr,True
,239.184.35.0/24,,active,mcast_POC_HCI_KarimSadan,True
,239.184.37.0/24,,active,mcast_JPEG2000_PRA_OCS,True
,239.184.42.0/24,,active,mcast_enc_specif_Bytel,True
,239.184.44.0/24,,active,mcast_secu_IRD_8eme_chaines_HD,True
,239.184.46.0/24,,active,mcast_bytel_occult_HD.cji.fr,True
,239.184.47.0/24,,active,mcast_mfp_hd_cji.fr,True
,239.184.48.0/24,,active,mcast_occultation_HD.cji.fr,True
,239.184.49.0/24,,active,mcast_mfp-2_cji.fr,True
,239.184.50.0/24,,active,mcast_secu_mfp2_cji.fr,True
,239.184.60.0/24,,active,mcast_ipplay_coder_hd.cji.fr,True
,239.184.61.0/24,,active,mcast_bytel_transco_hd.cji.fr,True
,239.184.62.0/24,,active,mcast_PRA_FTVEN_Titan,True
,239.184.64.0/24,,active,mcast_DCM_NC,True
,239.184.70.0/24,,active,mcast_completel_hd.cji.fr,True
,239.184.79.0/24,,active,mcast _transco_secu_coeur_hd.cji,True
,239.184.80.0/24,,active,mcast_bein_hd_intx2,True
,239.184.90.0/24,,active,mcast_bein_hd_th2,True
,239.184.91.0/24,,active,mcast_encodage_RMV_HD,True
,239.184.92.0/24,,active,mcast_chaînes_HD_regie_6eme,True
,239.184.100.0/24,,active,mcast beIN APAC Intx2,True
,239.184.101.0/24,,active,mcast beIN APAC TH2,True
,239.184.125.0/24,,active,mcast_flux_secu_regie_Lagardere_RMV_hd,True
,239.184.127.0/24,,active,mcast_PRA_OCS_CJI & RMV,True
,239.184.135.0/24,,active,mcast_flux_secu_POC_HCI_KarimSadan,True
,239.186.26.0/24,,active,mcast UHD contrib,True
,239.186.44.0/24,,active,mcast_secu_ird_chaines_UHD,True
,239.186.91.0/24,,active,mcast UHD from regie 6eme,True
,239.192.0.0/24,,active,mcast_anevia_SPTS.cji.fr,True
,239.192.1.0/24,,active,mcast_anevia_MPTS.cji.fr,True
,239.192.2.0/24,,active,mcast_Cisco_DRD_spts.cji.fr,True
,239.192.3.0/24,,active,mcast_DCM_Zixi,True
,239.192.4.0/24,,active,mcast_MPTS_DRD,True
,239.192.5.0/24,,active,mcast_Anevia_Flamingo_SAT_sources,True
,239.192.6.0/24,,active,mcast_Anevia_FlamingoD4_TNT_sources,True
,239.224.50.0/24,,active,????,True
,239.255.1.0/24,,active,mcast_anevia_radio_SPTS.cji.fr,True
,239.255.20.0/24,,active,mcast_DCM_NC,True
,10.16.0.0/16,,active,XCO,True
,10.16.2.0/24,,active,TH2,True
,10.16.4.0/24,,active,IVR,True
,10.16.6.0/24,,active,ITX2,True
,10.16.7.0/24,,active,RMV,True
,10.16.9.0/24,,active,CJI,True
,10.16.10.0/24,,active,MRS,True
,10.16.14.0/24,,active,STR,True
,10.16.15.0/24,,active,RKU,True
,10.16.17.0/24,,active,BIX,True
,10.16.18.0/24,,active,DTX,True
,10.16.21.0/24,,active,OSL2,True
,10.16.22.0/24,,active,LA,True
,10.16.23.0/24,,active,OSL1,True
,10.16.254.0/24,,active,Intercos,True
,10.16.254.0/29,,active,INTERCO_RMV_ITX2,True
,10.16.254.8/29,,active,Interco RMV CORE ROUTERs,True
,10.16.254.16/29,,active,Interco ITX2 CORE ROUTERS,True
,10.242.0.0/17,,active,VPN Access Internal,True
,10.242.248.0/22,,active,VPN Access External,True
,10.242.252.0/22,,active,VPN Access Bots,True
,95.81.163.0/25,,active,VPN Access,True
,95.81.163.4/30,,active,vpnadm-rmv,True
,95.81.163.8/31,,active,vpnaccess-rmv 1,True
,95.81.163.10/31,,active,vpnaccess-rmv 2,True
,95.81.163.12/31,,active,vpnaccess-la 1,True
,95.81.163.14/31,,active,vpnaccess-la 2,True
,95.81.163.16/31,,active,vpnaccess-itx2 1,True
,95.81.163.18/31,,active,vpnaccess-itx2 2,True
,95.81.163.20/31,,active,vpnaccess-rku 1,True
,95.81.163.22/31,,active,vpnaccess-rku 2,True
,95.81.163.24/29,,active,vpnaccess-itx2,True
,95.81.163.32/29,,active,vpnaccess-rmv,True
,10.4.0.0/14,,active,Load Balancing Service,True
,10.4.0.0/18,,active,LBS Capitole,True
,10.4.0.0/24,,active,LBS Captitole System,True
,10.4.6.0/24,,active,ADWZG Pool A,True
,10.4.10.0/24,,active,FLVLG Pool A,True
,10.4.11.0/24,,active,HBB11LG Pool A,True
,10.4.13.0/24,,active,WEBCG Pool A,True
,10.4.14.0/24,,active,SJTP serverless redirector,True
,10.4.16.0/24,,active,CHKG POOL A,True
,10.4.22.0/24,,active,ADWZG2 Pool A,True
,10.4.25.0/24,,active,HTTPG3 Pool A,True
,10.4.26.0/24,,active,ADWZG3 Pool A,True
,10.4.27.0/24,,active,ADWZG4 Pool A,True
,10.4.28.0/24,,active,HCACHEG Pool A,True
,10.4.64.0/18,,active,LBS Romainville,True
,10.4.64.0/24,,active,LBS Romainville System,True
,10.4.72.0/24,,active,ADWZG Pool B,True
,10.4.73.0/24,,active,HBB11LG Pool B,True
,10.4.74.0/24,,active,MP3LG3 Pool B,True
,10.4.76.0/24,,active,FLVLG Pool B,True
,10.4.79.0/24,,active,CHKG POOL B,True
,10.4.85.0/24,,active,ADWZG2 Pool B,True
,10.4.88.0/24,,active,HTTPG3 Pool B,True
,10.4.89.0/24,,active,ADWZG3 Pool B,True
,10.4.90.0/24,,active,ADWZG4 Pool B,True
,10.4.91.0/24,,active,HCACHEG Pool B,True
,10.4.92.0/24,,active,ADWZG5 Pool B,True
,10.4.93.0/24,,active,AUDIOTS POOL B,True
,10.4.94.0/24,,active,AUDIO POOL B,True
,10.4.96.0/24,,active,ADWZG6 POOL B,True
,10.4.97.0/24,,active,RADIONOMY POOL B,True
,10.4.98.0/24,,active,TRITON POOL B,True
,10.4.99.0/24,,active,PLAYERS POOL B,True
,10.4.128.0/18,,active,LBS Interxion 2,True
,10.4.128.0/24,,active,LBS Interxion 2,True
,10.4.144.0/24,,active,CHKG Pool c,True
,10.4.145.0/24,,active,ADWZG2 Pool c,True
,10.4.146.0/24,,active,ADWZG3 Pool c,True
,10.4.147.0/24,,active,ADWZG4 Pool c,True
,10.4.149.0/24,,active,HBB11LG POOL C,True
,10.4.156.0/24,,active,HCACHEG Pool A,True
,10.4.157.0/24,,active,HTTPG3 Pool C,True
,10.4.158.0/24,,active,ADWZG Pool c,True
,10.4.159.0/24,,active,ADWZG5 Pool A,True
,10.4.160.0/24,,active,FLVG Pool C,True
,10.4.170.0/24,,active,AUDIOTS POOL C,True
,10.4.171.0/24,,active,AUDIO POOL C,True
,10.4.173.0/24,,active,ADWZG6 POOL C,True
,10.4.174.0/24,,active,WOWG POOL C,True
,10.4.175.0/24,,active,RADIONOMY POOL C,True
,10.4.176.0/24,,active,TRITON POOL C,True
,10.4.177.0/24,,active,PLAYERS POOL C,True
,10.5.192.0/18,,active,LBS Rennes,True
,10.5.192.0/24,,active,LBS Rennes System,True
,10.6.0.0/18,,active,LBS Marseille,True
,10.6.0.0/24,,active,LBS Marseille System,True
,10.6.64.0/18,,active,LBS Oslo Telia,True
,10.6.64.0/24,,active,LBS OSL1 Telia System,True
,10.6.65.0/24,,active,HCACHEGN,True
,10.6.66.0/24,,active,HTTPODN,True
,10.6.128.0/18,,active,LBS Oslo Verizon,True
,10.6.128.0/24,,active,LBS OSL2 verizon System,True
,10.6.129.0/24,,active,HCACHEGN,True
,10.6.130.0/24,,active,HTTPODN,True
,10.6.192.0/18,,active,LBS Budapest BIX,True
,10.6.192.0/24,,active,LBS Budapest BIX System,True
,10.6.194.0/24,,active,HSSLHU Pool A,True
,10.6.195.0/24,,active,HSSOHU Pool A,True
,10.6.196.0/24,,active,HTTPHU Pool A,True
,10.6.197.0/24,,active,MP3LHU Pool A,True
,10.6.198.0/24,,active,CHKHU Pool A,True
,10.6.199.0/24,,active,MPTSLHU Pool A,True
,10.6.200.0/24,,active,FLVLHU Pool A,True
,10.6.201.0/24,,active,WOWHU Pool A,True
,10.6.202.0/24,,active,FLVOHU Pool A,True
,10.6.203.0/24,,active,HCACHEHU Pool A,True
,10.7.0.0/18,,active,LBS Budapest DTX,True
,10.7.0.0/24,,active,LBS Budapest DTX System,True
,10.17.0.0/16,,active,Stream Contribution (stcon),True
,10.17.0.0/30,,active,STCON_IN_HSS,True
,10.17.0.4/30,,active,STREAMING_POOL_PRIVATE,True
,10.17.0.88/29,,active,MP3 OUTPUT POOL B,True
,10.17.0.96/29,,active,MP3 INPUT POOL E,True
,10.17.0.96/30,,active,Router CAP  mp3-in-e1,True
,10.17.0.100/30,,active,Router RMV  mp3-in-e2,True
,10.17.0.104/29,,active,MP3 INPUT POOL B,True
,10.17.0.104/30,,active,Router Cap  mp3-in-b1,True
,10.17.0.108/30,,active,Router RMV  mp3-in-b2,True
,10.17.0.112/29,,active,MP3 INPUT POOL C,True
,10.17.0.112/30,,active,Router CAP  mp3-in-c1,True
,10.17.0.116/30,,active,Router RMV  mp3-in-c2,True
,10.17.0.120/29,,active,MP3 OUTPUT POOL E,True
,10.17.0.128/29,,active,MP3 OUTPUT POOL F,True
,10.17.0.136/29,,active,MP3 OUTPUT POOL G,True
,10.17.1.32/29,,active,WOWZA INPUT POOL A,True
,10.17.1.32/30,,active,Cap pool,True
,10.17.1.36/30,,active,Rmv pool,True
,10.17.1.64/29,,active,MP3 INPUT POOL F,True
,10.17.1.64/30,,active,Cap  mp3-in-f1,True
,10.17.1.68/30,,active,Rmv  mp3-in-f2,True
,10.17.1.72/29,,active,MP3 INPUT POOL G,True
,10.17.1.72/30,,active,Cap  mp3-in-g1,True
,10.17.1.76/30,,active,Rmv  mp3-in-g2,True
,10.17.1.96/29,,active,ADWZBIP INPUT POOL A,True
,10.17.1.96/30,,active,Cap  adwzbip-in-a1,True
,10.17.1.100/30,,active,Rmv adwzbip-in-a2,True
,10.17.1.104/29,,active,ADWZG OUT POOL A,True
,10.17.1.112/29,,active,ADWZG OUT POOL B,True
,10.17.1.120/29,,active,ADWZBIP INPUT POOL B,True
,10.17.1.120/30,,active,Cap  adwzbip-in-b1,True
,10.17.1.124/30,,active,Rmv  adwzbip-in-b2,True
,10.17.1.128/29,,active,CHUNK INPUT POOL B,True
,10.17.1.128/30,,active,Cap  chunk-in-b1,True
,10.17.1.132/30,,active,Rmv  chunk-in-b2,True
,10.17.1.136/29,,active,WOWZA INPUT POOL B,True
,10.17.1.136/30,,active,Cap pool,True
,10.17.1.140/30,,active,Rmv pool,True
,10.17.1.144/29,,active,ADWZBIP INPUT POOL G,True
,10.17.1.144/30,,active,Cap  adwzbip-in-g1,True
,10.17.1.148/30,,active,Rmv  adwzbip-in-g2,True
,10.17.1.152/29,,active,ADWZBIP IN POOL H,True
,10.17.1.152/30,,active,Cap  adwzbip-in-h1,True
,10.17.1.156/30,,active,Rmv  adwzbip-in-h2,True
,10.17.1.160/29,,active,FLVLG OUPUT POOL A,True
,10.17.1.168/29,,active,HBB11LG OUTPUT POOL A,True
,10.17.1.176/29,,active,HBB11LG OUTPUT POOL B,True
,10.17.1.216/29,,active,ADWZBIP INPUT POOL C,True
,10.17.1.216/30,,active,Cap  adwzbip-in-c1,True
,10.17.1.220/30,,active,Rmv  adwzbip-in-c2,True
,10.17.1.232/29,,active,FLVLG OUT POOL B,True
,10.17.1.240/29,,active,FTP IN B,True
,10.17.1.240/30,,active,BIX  ftp-in-b1pouet,True
,10.17.1.244/30,,active,DTX  ftp-in-b2,True
,10.17.1.248/29,,active,HSS IN B,True
,10.17.1.248/30,,active,BIX  hss-in-b1,True
,10.17.1.252/30,,active,DTX  hss-in-b2,True
,10.17.2.0/29,,active,CHUNK IN C,True
,10.17.2.0/30,,active,BIX  chunk-in-c1,True
,10.17.2.4/30,,active,DTX  chunk-in-c2,True
,10.17.2.8/29,,active,HTTPHU OUT POOL A,True
,10.17.2.48/29,,active,HTTPHU OUT POOL B,True
,10.17.2.72/29,,active,STORAGE IN B,True
,10.17.2.72/30,,active,BIX  storage-in-b1,True
,10.17.2.76/30,,active,DTX  storage-in-b2,True
,10.17.2.80/29,,active,MP3 INPUT POOL H,True
,10.17.2.80/30,,active,CAP  mp3-in-h1,True
,10.17.2.84/30,,active,RMV  mp3-in-h2,True
,10.17.2.88/29,,active,HSSLHU MONIT,True
,10.17.2.88/30,,active,BIX  hsslhu1-monit1,True
,10.17.2.92/30,,active,DTX  hsslhu1-monit2,True
,10.17.2.96/29,,active,HBB11LG OUTPUT POOL E,True
,10.17.2.104/29,,active,FLV INPUT POOL A,True
,10.17.2.104/30,,active,Router Cap  flv-in-a1,True
,10.17.2.108/30,,active,Router Rmv  flv-in-a2,True
,10.17.2.112/29,,active,MP3 INPUT POOL I,True
,10.17.2.112/30,,active,Router Bix  mp3-in-i1,True
,10.17.2.116/30,,active,Router Dtx  mp3-in-i2,True
,10.17.2.136/29,,active,CHUNK INPUT POOL D,True
,10.17.2.136/30,,active,Router Cap  chunk-in-d1,True
,10.17.2.140/30,,active,Router Rmv  chunk-in-d2,True
,10.17.2.144/29,,active,CHKHU OUT POOL A,True
,10.17.2.152/29,,active,CHKHU OUT POOL B,True
,10.17.2.160/29,,active,HTTPULL INPUT POOL A,True
,10.17.2.160/30,,active,Router Bix  httpull-in-a1,True
,10.17.2.164/30,,active,Router Dtx  httpull-in-a2,True
,10.17.2.168/29,,active,CHUNK INPUT POOL E,True
,10.17.2.168/30,,active,Router Anc  chunk-in-e1,True
,10.17.2.172/30,,active,Router Mun  chunk-in-e2,True
,10.17.3.0/29,,active,HSSOD IN B,True
,10.17.3.0/30,,active,Router Bix  hssod-in-b1,True
,10.17.3.4/30,,active,Router Dtx  hssod-in-b2,True
,10.17.3.16/29,,active,HSSOD IN C,True
,10.17.3.24/30,,active,STCON_IN_FTP,True
,10.17.3.80/29,,active,CHKG OUT POOL A,True
,10.17.3.88/29,,active,CHKG OUT POOL B,True
,10.17.3.96/29,,active,HTTPULL INPUT POOL B,True
,10.17.3.96/30,,active,Router Cap  httpull-in-b1,True
,10.17.3.100/30,,active,Router Rmv  httpull-in-b2,True
,10.17.3.104/29,,active,CHUNK INPUT F,True
,10.17.3.104/30,,active,Router Cap  chunk-in-f1,True
,10.17.3.108/30,,active,Router Rmv  chunk-in-f2,True
,10.17.3.136/29,,active,WOWG OUT POOL B,True
,10.17.3.144/29,,active,HTTPULL INPUT POOL C (Cap-Rmv),True
,10.17.3.144/30,,active,Router Cap  httpull-in-c1,True
,10.17.3.148/30,,active,Router Rmv  httpull-in-c2,True
,10.17.3.216/29,,active,HSSOD IN E,True
,10.17.3.216/30,,active,Router Cap  hssod-in-e1,True
,10.17.3.220/30,,active,Router Rmv  hssod-in-e2,True
,10.17.4.0/29,,active,HSSOD IN B,True
,10.17.4.0/30,,active,Router Bix  hssod-in-b1,True
,10.17.4.4/30,,active,Router Dtx  hssod-in-b2,True
,10.17.4.48/29,,active,CHKG OUT POOL H,True
,10.17.4.56/29,,active,MPTSLHU OUTPUT POOL A,True
,10.17.4.64/29,,active,MPTSLHU OUTPUT POOL B,True
,10.17.4.72/29,,active,STORAGE IN F,True
,10.17.4.72/30,,active,Cap  storage-in-f1,True
,10.17.4.76/30,,active,Rmv  storage-in-f2,True
,10.17.4.80/29,,active,FTP IN F,True
,10.17.4.80/30,,active,Cap  ftp-in-f1,True
,10.17.4.84/30,,active,Rmv  ftp-in-f2,True
,10.17.4.104/29,,active,ADWZG2 OUT POOL A,True
,10.17.4.112/29,,active,ADWZG2 OUT POOL B,True
,10.17.4.152/29,,active,ADWZBIP IN  D,True
,10.17.4.152/30,,active,Cap  adwzbip-in-d1,True
,10.17.4.156/30,,active,Rmv  adwzbip-in-d2,True
,10.17.4.184/29,,active,MP3 IN POOL K,True
,10.17.4.184/30,,active,Router Cap  mp3-in-k1,True
,10.17.4.188/30,,active,Router Rmv  mp3-in-k2,True
,10.17.4.248/29,,active,FTP IN H,True
,10.17.4.248/30,,active,Itx2  ftp-in-h1,True
,10.17.4.252/30,,active,Rmv  ftp-in-h2,True
,10.17.5.0/28,,active,CDN STORAGE RMV,True
,10.17.5.32/29,,active,CHUNK INPUT G,True
,10.17.5.32/30,,active,Router Cap  chunk-in-g1,True
,10.17.5.36/30,,active,Router Rmv  chunk-in-g2,True
,10.17.5.56/29,,active,ADWZBIP INPUT POOL E,True
,10.17.5.56/30,,active,Router Cap  adwzbip-in-e1,True
,10.17.5.60/30,,active,Router Rmv  adwzbip-in-e2,True
,10.17.5.64/29,,active,ADWZBIP INPUT POOL F,True
,10.17.5.64/30,,active,Router Cap  adwzbip-in-f,True
,10.17.5.68/30,,active,Router Rmv  adwzbip-in-f,True
,10.17.5.80/28,,active,ADWZG3 OUTPUT POOL A,True
,10.17.5.112/28,,active,ADWZG4 OUTPUT POOL A,True
,10.17.5.144/28,,active,HCACHEG OUTPUT POOL A,True
,10.17.5.160/28,,active,HCACHEG OUTPUT POOL B,True
,10.17.5.176/28,,active,HTTPULL INPUT POOL E,True
,10.17.5.176/30,,active,Router itx2  httpull-in-e1,True
,10.17.5.180/30,,active,Router Rmv  httpull-in-e2,True
,10.17.5.208/28,,active,HTTPG3 OUTPUT POOL C,True
,10.17.5.224/28,,active,HTTPG3 OUT POOL B,True
,10.17.5.240/28,,active,HTTPULL INPUT POOL F,True
,10.17.5.240/29,,active,Router itx2  httpull-in-f1,True
,10.17.5.248/29,,active,Router rmv  httpull-in-f2,True
,10.17.6.0/28,,active,CHUNK INPUT POOL H,True
,10.17.6.0/30,,active,Router itx2  chunk-in-h1,True
,10.17.6.80/28,,active,CHUNK INPUT POOL I,True
,10.17.6.80/29,,active,BIX  chunk-in-i1,True
,10.17.6.88/29,,active,DTX  chunk-in-i2,True
,10.17.6.160/28,,active,HTTPG OUTPUT POOL C,True
,10.17.6.176/28,,active,HBB11LG OUTPUT POOL C,True
,10.17.7.144/28,,active,FTP-INPUT POOL B,True
,10.17.7.144/29,,active,rmv  ftp-in-e2,True
,10.17.7.160/28,,active,MCAST Origine POOL A,True
,10.17.7.160/29,,active,mcast-in-a  itx2,True
,10.17.7.168/29,,active,mcast-in-a  rmv,True
,10.17.7.176/28,,active,MCAST Origine POOL B,True
,10.17.7.176/29,,active,mcast-in-b  itx2,True
,10.17.7.184/29,,active,mcast-in-b  rmv,True
,10.17.7.192/28,,active,AUDIOTS Output pool C (itx2),True
,10.17.7.208/28,,active,AUDIOTS OUTPUT POOL B,True
,10.17.7.224/28,,active,AUDIO OUTPUT POOL B,True
,10.17.7.240/28,,active,AUDIO OUTPUT POOL C,True
,10.17.8.0/28,,active,MCAST Origine POOL C,True
,10.17.8.0/29,,active,mcast-in-c  itx2,True
,10.17.8.8/29,,active,mcast-in-c  rmv,True
,10.17.8.16/28,,active,MCAST Origine POOL D,True
,10.17.8.16/29,,active,mcast-in-d  itx2,True
,10.17.8.24/29,,active,mcast-in-d  rmv,True
,10.17.8.32/28,,active,MCAST Origine POOL E,True
,10.17.8.32/29,,active,mcast-in-e  itx2,True
,10.17.8.40/29,,active,mcast-in-e  rmv,True
,10.17.8.48/28,,active,MCAST Origine POOL F,True
,10.17.8.48/29,,active,mcast-in-f  itx2,True
,10.17.8.56/29,,active,mcast-in-f  rmv,True
,10.17.8.176/28,,active,MP3 INPUT POOL E,True
,10.17.8.176/29,,active,mp3-in-e  itx2,True
,10.17.8.184/29,,active,mp3-in-e  rmv,True
,10.17.8.192/28,,active,MP3 INPUT POOL B,True
,10.17.8.192/29,,active,mp3-in-b  itx2,True
,10.17.8.200/29,,active,mp3-in-b  rmv,True
,10.17.9.16/28,,active,MP3 INPUT POOL F,True
,10.17.9.16/29,,active,mp3-in-f  itx2,True
,10.17.9.24/29,,active,mp3-in-f  rmv,True
,10.17.9.32/28,,active,MP3 INPUT POOL G,True
,10.17.9.32/29,,active,mp3-in-g  itx2,True
,10.17.9.40/29,,active,mp3-in-g  rmv,True
,10.17.9.208/28,,active,CHUNK INPUT POOL B,True
,10.17.9.208/29,,active,chunk-in-b  itx2,True
,10.17.9.216/29,,active,chunk-in-b  rmv,True
,10.17.9.224/28,,active,CHUNK INPUT POOL D,True
,10.17.9.224/29,,active,chunk-in-d  itx2,True
,10.17.9.232/29,,active,chunk-in-d  rmv,True
,10.17.9.240/28,,active,CHUNK INPUT POOL F,True
,10.17.9.240/29,,active,chunk-in-f  itx2,True
,10.17.9.248/29,,active,chunk-in-f  rmv,True
,10.17.10.0/28,,active,CHUNK INPUT POOL G,True
,10.17.10.0/29,,active,chunk-in-g  itx2,True
,10.17.10.8/29,,active,chunk-in-g  rmv,True
,10.17.10.16/28,,active,WOWZA INPUT POOL B,True
,10.17.10.16/29,,active,wowza-in-b  itx2,True
,10.17.10.24/29,,active,wowza-in-b  rmv,True
,10.17.10.48/28,,active,FTP INPUT POOL H,True
,10.17.10.48/29,,active,ftp-in-h  itx2,True
,10.17.10.56/29,,active,ftp-in-h  rmv,True
,10.17.10.80/28,,active,MP3 INPUT POOL H,True
,10.17.10.80/29,,active,mp3-in-h  itx2,True
,10.17.10.88/29,,active,mp3-in-h  rmv,True
,10.17.10.96/28,,active,MP3 INPUT POOL K,True
,10.17.10.96/29,,active,mp3-in-h  itx2,True
,10.17.10.104/29,,active,mp3-in-h  rmv,True
,10.17.10.128/28,,active,HTTPULL INPUT POOL B,True
,10.17.10.128/29,,active,httpull-in-b  itx2,True
,10.17.10.136/29,,active,httpull-in-b  rmv,True
,10.17.10.144/28,,active,HTTPULL INPUT POOL E,True
,10.17.10.144/29,,active,httpull-in-e  itx2,True
,10.17.10.152/29,,active,httpull-in-e  rmv,True
,10.17.10.160/28,,active,HTTPULL INPUT POOL D,True
,10.17.10.160/29,,active,httpull-in-d  itx2,True
,10.17.10.168/29,,active,httpull-in-d  rmv,True
,10.17.10.176/28,,active,HBB11LG OUTPUT POOL B,True
,10.17.11.144/28,,active,HSSOD INPUT POOL E,True
,10.17.11.144/29,,active,hssod-in-e  itx2,True
,10.17.11.152/29,,active,hssod-in-e  rmv,True
,10.17.11.160/28,,active,HSSOD INPUT POOL G,True
,10.17.11.160/29,,active,hssod-in-g  itx2,True
,10.17.11.168/29,,active,hssod-in-g  rmv,True
,10.17.11.208/28,,active,RADIONOMY OUT POOL C,True
,10.17.11.224/28,,active,MP3 INPUT POOL L,True
,10.17.11.224/29,,active,mp3-in-l  itx2,True
,10.17.11.232/29,,active,mp3-in-l  rmv,True
,10.17.11.240/28,,active,CHUNK INPUT POOL A,True
,10.17.11.240/29,,active,chunk-in-a  itx2,True
,10.17.11.248/29,,active,chunk-in-a rmv,True
,10.17.12.0/28,,active,CDN STORAGE ITX2,True
,10.17.12.16/28,,active,MP3 INPUT POOL M,True
,10.17.12.16/29,,active,mp3-in-m  itx2,True
,10.17.12.24/29,,active,mp3-in-m  rmv,True
,10.17.12.64/28,,active,HTTPODN OUT POOL A,True
,10.17.12.80/28,,active,HTTPODN OUT POOL B (NRK),True
,10.17.12.96/28,,active,OD INGEST POOL A (NRK),True
,10.17.12.96/29,,active,od-in-a  osl1,True
,10.17.12.104/29,,active,od-in-a  osl2,True
,10.17.12.112/28,,active,LIVE INGEST POOL A (NRK),True
,10.17.12.112/29,,active,live-in-a  osl1,True
,10.17.12.120/29,,active,live-in-a  osl2,True
,10.17.12.128/28,,active,LOG AGGREGATORS POOL  (NRK),True
,10.17.12.128/29,,active,log-aggregator-a  osl1,True
,10.17.12.136/29,,active,log-aggregator-a  osl2,True
,10.17.12.144/28,,active,ORIGINHU-HTTP INPUT POOL B,True
,10.17.12.144/29,,active,originhu-http-b  bix,True
,10.17.12.152/29,,active,originhu-http-b  dtx,True
,10.17.12.160/28,,active,CDN STORAGE RMV,True
,10.17.12.176/28,,active,HTTPHU OUT POOL A,True
,10.17.12.192/28,,active,HTTPHU OUT POOL B,True
,10.17.12.208/28,,active,MPTSLHU OUTPUT POOL A,True
,10.17.12.224/28,,active,MPTSLHU OUTPUT POOL B,True
,10.17.12.240/28,,active,CHKHU OUT POOL A,True
,10.17.13.0/28,,active,CHKHU OUT POOL B,True
,10.17.13.48/28,,active,PLAYERS OUTPUT POOL C,True
,10.17.13.64/28,,active,PLAYERS OUTPUT POOL B,True
,10.17.164.4/30,,active,STREAMING_POOL_PRIVATE,True
,10.17.164.36/30,,active,STREAMING_POOL_PRIVATE,True
,10.17.252.0/24,,active,ANALYTICS,True
,10.17.253.0/24,,active,Router/Switch BGP,True
,10.17.253.0/28,,active,ITX2,True
,10.17.253.16/28,,active,RMV,True
,10.17.253.32/29,,active,INTERCO_RMV_ITX2,True
,10.17.254.0/28,,active,Supervision ITX2,True
,10.17.254.16/28,,active,Supervision RMV,True
,10.17.254.32/29,,active,fwstcon ITX2,True
,10.17.254.40/29,,active,fwstcon RMV,True
,10.17.254.48/28,,active,Supervision LYO,True
,10.17.254.64/28,,active,Supervision LIL,True
,10.17.254.80/28,,active,Supervision MRS,True
,10.17.254.96/28,,active,Supervision BIX,True
,10.17.254.112/28,,active,Supervision DTX,True
,10.17.255.0/30,,active,Router CAP  fwstcon-1,True
,10.17.255.4/30,,active,Router RMV  fwstcon-2,True
,10.17.255.8/29,,active,Router RMV  Log Pool A,True
,10.17.255.16/29,,active,Router STR  Log Pool B,True
,10.18.0.0/16,,active,Streaming Pool,True
,10.18.4.0/24,,active,FLVLG OUT POOL A,True
,10.18.5.0/24,,active,FLVLG OUT POOL B,True
,10.18.8.0/24,,active,FLVLG OUTPUT POOL C,True
,10.18.35.0/24,,active,ADWZG OUT POOL A,True
,10.18.36.0/24,,active,ADWZG OUT POOL B,True
,10.18.39.0/24,,active,HBB11LG OUT POOL A,True
,10.18.40.0/24,,active,HBB11LG OUT POOL B,True
,10.18.45.0/24,,active,HTTPHU OUT POOL A,True
,10.18.50.0/24,,active,HTTPHU OUT POOL B,True
,10.18.53.0/24,,active,HTTPG OUT POOL A,True
,10.18.54.0/24,,active,HTTPG OUT POOL B,True
,10.18.55.0/24,,active,HBB11LG OUT POOL E,True
,10.18.58.0/24,,active,CHKHU OUT POOL A,True
,10.18.59.0/24,,active,CHKHU OUT POOL B,True
,10.18.71.0/24,,active,CHKG OUT POOL A,True
,10.18.72.0/24,,active,CHKG OUT POOL B,True
,10.18.91.0/24,,active,CHKG OUT POOL H,True
,10.18.92.0/24,,active,MPTSLHU OUT POOL A,True
,10.18.93.0/24,,active,MPTSLHU OUT POOL B,True
,10.18.96.0/24,,active,ADWZG2 OUT POOL A,True
,10.18.97.0/24,,active,ADWZG2 OUT POOL B,True
,10.18.107.0/24,,active,HTTPG3 OUT POOL B,True
,10.18.108.0/24,,active,ADWZG3 OUT POOL A,True
,10.18.109.0/24,,active,ADWZG3 OUT POOL B,True
,10.18.110.0/24,,active,ADWZG4 OUT POOL A,True
,10.18.111.0/24,,active,ADWZG4 OUT POOL B,True
,10.18.112.0/24,,active,HCACHEG OUTPUT POOL B,True
,10.18.113.0/24,,active,HCACHEG OUTPUT POOL A,True
,10.18.114.0/24,,active,HTTPG3 OUTPUT POOL C,True
,10.18.116.0/24,,active,ADWZG5 OUT POOL A,True
,10.18.117.0/24,,active,ADWZG5 OUT POOL B,True
,10.18.118.0/24,,active,CHKG OUT POOL C,True
,10.18.119.0/24,,active,ADWZG2 OUT POOL C,True
,10.18.120.0/24,,active,ADWZG3 OUT POOL C,True
,10.18.121.0/24,,active,ADWZG4 OUT POOL C,True
,10.18.123.0/24,,active,HBB11LG OUT POOL C,True
,10.18.124.0/24,,active,WEBCG OUT POOL C,True
