vid,description,group,status,name
534,,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-FTV-1-VLAN61
535,,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-FTV-2-VLAN62
536,,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN70
537,,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN71
538,,TDF-PSDAFTV,active,PSDA-FTV-INTERCO-MCAST-ARISTA-VLAN72
539,,00_MLB,active,ADMIN_COMMUNITY_2
540,,00_MLB,active,INF_GLB_MAIN
541,,00_MLB,active,INF_GLB_DMZ
542,,00_MLB,active,INFRA_LAST_RESERVED
543,,00_MLB,active,STORAGE_PROMISCUOUS
544,,00_MLB,active,STORAGE_ISOLATED
545,,00_MLB,active,STORAGE_COMMUNITY_1
546,,00_MLB,active,STORAGE_COMMUNITY_2
547,,00_MLB,active,DELL
548,,00_MLB,active,DELL
549,,00_MLB,active,DELL
550,,00_MLB,active,DELL
551,,00_MLB,active,DELL
552,,00_MLB,active,DELL
553,,00_MLB,active,DELL
554,,00_MLB,active,DELL
555,,00_MLB,active,DELL
556,,00_MLB,active,DELL
557,,00_MLB,active,DELL
558,,00_MLB,active,DELL
559,,00_MLB,active,DELL
560,,00_MLB,active,DELL
561,,00_MLB,active,DELL
562,,00_MLB,active,DELL
563,,00_MLB,active,DELL
564,,00_MLB,active,DELL
565,,00_MLB,active,DELL
566,,00_MLB,active,DELL
567,,00_MLB,active,OOB_DELL
568,,00_MLB,active,OOB_oncloud
569,,00_MLB,active,reserve_oncloud
570,,00_MLB,active,ONCLOUD RESERVED
571,,TDF,active,LAG POG
572,,00_MLB,active,VPC_PEER_LINK
573,,TDF,active,OFFICE-ISSY-ENENSYS
574,INTERCO PIXA,00_MLB,active,INTERCO PIXA
575,,00_MLB,active,OFFICE-ISSY-MLB-OOB
576,,00_MLB,active,RXTX_CANAL_FARMAN
577,,00_MLB,active,L2VNI_FORTINET_ASR1000_pour_Internet
578,,00_MLB,active,L3VNI_SERVICE_MLB
579,,00_MLB,active,L3VNI_MULTICAST
580,,00_MLB,active,Cloud_Prive_OnCloud_MGMT
581,,00_MLB,active,Cloud_Prive_OnCloud_vMotion
582,,00_MLB,active,Cloud_Prive_OnCloud_vSAN
583,,00_MLB,active,Cloud_Prive_OnCloud_vTEP_ESXi
584,,00_MLB,active,Cloud_Prive_OnCloud_vTEP_NSX
585,,00_MLB,active,Cloud_Prive_OnCloud_Overlay_NSX_Edge
586,from Canal+ TH2(main)/IP5(backup) to Brane,Canal+ SNL,active,SNL ASPERA FTP ( Brane Canal+)
587,Brane sw-1683,TDF,active,PSDA-FTV-XCO-BACKUP-PRA-EXT
589,,00_MLB,active,NAT_INFRA
590,,00_MLB,active,QA_GLB_LAB
591,,TDF-PSDAFTV,active,Vlan_ISSY-PSDA
592,,00_MLB,active,PRO_COMMON_TRANSCO
593,,00_MLB,active,PRO_COMMON_RECEPT
594,,00_MLB,active,PRO_PANDORA_DMZ
595,,00_MLB,active,PRO_PANDORA_MAIN
596,,00_MLB,active,PRO_OCS_DMZ
597,,00_MLB,active,PRO_OCS_MAIN
598,,00_MLB,active,PSDA-FTV-DMZ-2-7-VLAN127
599,Pupitre PSDA ISSY,TDF,active,OFFICE-ISSY-PSDA
600,SERVICE,00_MLB,active,PRO_CANALD3_MAIN
601,,00_MLB,active,MCAST_CANALD3_MPEG_2110
603,PEBBLE,00_MLB,active,PRO_CANALD3_COMMAND
604,,00_MLB,active,PRO_CANALD3_DMZ
605,,00_MLB,active,PRO_CANALD3_PTP
607,,00_MLB,active,PRO_COMMON_MAIN
608,,00_MLB,active,INTERCO STORMSHIELD MLB
609,,00_MLB,active,INTERCO VDCM
610,,00_MLB,active,INTERCO STORMSHIELD C+
611,,00_MLB,active,INTERCO STORMSHIELD TDF
612,,00_MLB,active,QUMULO INTERNAL
613,,TDF,active,OFFICE-ISSY-REGIE-CANALD3
614,,00_MLB,active,MCAST_CANALD3_MPEG_2110_2
615,,00_MLB,active,PRO_SMJ_RXTX_INT_PROMISCUOUS
616,,00_MLB,active,PRO_SMJ_RXTX_INT_ISOLATED
618,,TDF,active,OFFICE-ISSY-REGIE-CANALDR
619,,00_MLB,active,MCAST_CANALD3_MPEG_2
620,ASTRA TH2 ,ZZ_contrib TDF,active,ASTRA TH2
621,,00_MLB,active,MCAST_NODE
622,,TDF,active,Mercator
623,,00_MLB,active,PRO_COMMON_BPM
624,,00_MLB,active,MCAST_POG
